rating,review
3,"<p property=""reviewBody"" id=""review_212891727"">
It is a nice stadium soccer-wise but it was really far away so you have to consider about 1hr to get there considering a 1 mile walk form the bus stop.
</p>"
5,"<p property=""reviewBody"" id=""review_213873789"">
New arena with a lot of energy well worth seeing a football game there. The hospitality tents are a great idea and well worth the expense.
</p>"
4,"<p property=""reviewBody"" id=""review_214822875"">
Went to watch the Brazil v Colombia QF and the atmosphere was brilliant from start to finish. Modern stadium, although built in a part of the City where as a foreigner I did not feel comfortable staying around pre/post the match. Therefore arranged for a taxi to and from the stadium from Iracema Beach area which worked well especially with the cordon around the stadium. Cost approx. 60Rs.<br>Seat was in the 200 level around the halfway line and was an excellent view of the game.<br>Facilities are good although service was slow because of the large crowd for the game.<br>Wonderful experience never to be forgotten.
</p>"
5,"<p property=""reviewBody"" id=""review_213872518"">
We saw Brazil vs Colombia at the Castelāo stadium. What a beautiful arena this is. Great service and excellent views of the pitch wherever you are.
</p>"
4,"<p property=""reviewBody"" id=""review_215017638"">
This beautiful, newly beautiful stadium is in a bad neighborhood. FIFA and the city provided free shuttle buses from the Hotel Zone, Local Malls,etc., but one still had to walk over a mile in the hot sun through a favela. The security was very good and cheap cold water and beer was on sale all throughout the walk, so it was not too bad.
</p>"
2,"<p property=""reviewBody"" id=""review_215426390"">
Was here for the Brazil v Columbia game.<br><br>1) It was quite a bus ride from the main strip. Probably took over 30 minutes to get to the drop off point, then a long walk to the stadium. It's fine for a vibrant match, as you enjoy the trip and walk but otherwise it would be a pain.<br><br>2) After the game there was a literal CRUSH of people trying to move around. There area outside the stadium is too small, and I saw plenty of women and children being crushed. I'm not one to feel claustrophic, but a crowd of drunk guys after a match moving as a herd is generally not fun.<br><br>3) The buses leaving the stadium were very far away and had MASSIVE lines. Yes, par for the course for a world cup maybe, but we did not experience this at stadiums like Arena Fonte Nova, mostly because it was more centrally located. <br><br>The reliance on buses here really makes it hard to get to and from. I'd take Fonte Nova over this any day.<br><br>The stadium itself is relatively standard. It's easy to find your seat and theres a fair distribution of bathrooms etc.
</p>"
5,"<p property=""reviewBody"" id=""review_215522180"">
Wonderful experience. Too crowded for drinks inside the stadium. Although access was complicated by cars, you just needed to travel ahead of time.
</p>"
3,"<p property=""reviewBody"" id=""review_215386124"">
The stadium is beautiful but is very far from the city. I would go there only to watch a game. If you like football then ok.
</p>"
4,"<p property=""reviewBody"" id=""review_216177750"">
Nice stadium, good view of the field, the way to the stadium from the Beira-Mar is quite long, depending on traffic takes one hour.
</p>"
4,"<p property=""reviewBody"" id=""review_217156714"">
The stadium is close from the airport (6km), but far from the Iracema's beach. Beautiful architecture, the arena is awesome in and out. The access to the stadium (ticket check) is a bit confusing, so close to arena common areas, then people got crowded, difficult to walk and upstairs.
</p>"
5,"<p property=""reviewBody"" id=""review_342953901"">
Great place to sit and enjoy a drink, sunbathing and surfing is great here.<br>Prices are normal range for Fortaleza, we enjoyed and would definitely recommend
</p>"
3,"<p property=""reviewBody"" id=""review_343974675"">
Here you will find many ""barracas de praia"" that more like mini clubs with swimming pools, place for kids, very nice and local restaurants. The city hall provides life guards and they are really needed. There a underwater current that drags people from shore. It is very risk.
</p>"
4,"<p property=""reviewBody"" id=""review_346325669"">
Went by taxi from Beira Mar only a short journey. We went to the bar called Atlantis. Spent Christmas Day there drank Brazilian Chondon sparkling wine fish and prawns. A memorable day out.
</p>"
5,"<p property=""reviewBody"" id=""review_303953845"">
Situated by the city center, this is a must visit beach, when in Fortaleza. Numerous of beach 'barraccas', restaurants and playgrounds, the beach has offers for everyone from the singles, couples, families and groups.
</p>"
5,"<p property=""reviewBody"" id=""review_304674377"">
10/15 minutes from Fortaleza. Lots of ""barracas"" (restaurants) to choose. Every kind of food and drinks available. Lots of music and happiness!
</p>"
5,"<p property=""reviewBody"" id=""review_307280716"">
The beach with all the expected amenities that one would expect. This beach is alive to the wee hours in the morning. Each and every day.<br>Average temperature year round a comfortable 88 F
</p>"
5,"<p property=""reviewBody"" id=""review_191148763"">
Completely redesigned for the 2014 World Cup, Arena Castelão is a the perfect place to watch a soccer game.<br>I was in the last row and even this way I could see the whole action, comfortably.<br>Strongly recommend!
</p>"
5,"<p property=""reviewBody"" id=""review_307805675"">
We were there during the week so there was almost no one there. Nice little places to drink on the beach and it really is gorgeous. I can only imagine how it is on the weekend when it is busy.
</p>"
5,"<p property=""reviewBody"" id=""review_311906904"">
We went by taxi to praia de futuro. The taxi driver teĺl us the best spot on the beach. We spend a nice day with family and friends
</p>"
5,"<p property=""reviewBody"" id=""review_210721681"">
I visited the arena during the 2014 FIFA World Cup and got very impressed by the size and architecture of the whole stadium. Its capacity is around 60k people comfortably seated in individual seats, the ventilation of the arena is very good, and the circulation around different sectors is also very easy. It is quite far away from Beira-Mar/Iracema Beach but during the event they organized parking lots in the main shopping centers from where you could take a free bus directly to the arena (around 1~2km away). For elderly and children there were direct buses up to the entrance of the stadium.
</p>"
